"duration_sec","consent","state","dv_pre_state_conf","dv_pre_national_conf","trust_federal","trust_state","accuracy_2016","accuracy_2020","birthyear","gender","gender_text","parent","msg_time","intro_time","dv_post_state_conf","dv_post_national_conf","seceffect","attentioncheck","voting_impt","vote_2020","vote_who_2020","vote_who_2020_text","edu","party","party_text","libcon","race","race_text","income","political_party","treatment_group","dummy_treat","attention_pass","gender_female","parent_yes","race_hispanic","edu_4college","edu_hs","race_white","race_black","race_asian","age","income_clean","income_num","treatment_group_num","dv_state_treatment_diff","dv_national_treatment_diff","always_believer","never_believer"
252,"YES","New York",8,7,"3","3","Yes","Yes","1976","Female","","No",12.717,27.091,10,10,"1","Red,Green","5","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","Prefer not to say","9","Handcount",1,1,"1","0","0","0","1","1","0","0",45,NA,NA,4,2,3,"1","0"
130,"YES","Pennsylvania",7,5,"3","3","Yes","No","1965","Female","","No",10.826,NA,5,5,"3","Red,Green","5","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","2","Control",0,1,"1","0","0","0","1","1","0","0",56,"$30,000-$39,999","4",3,-2,0,"0","0"
161,"YES","Georgia",2,2,"2","2","Yes","Yes","1980","Female","","Yes",11.167,28.802,3,3,"3","Pink","","","","","","","","","","","","9","Local",1,0,"1","1","0","0","0","0","0","0",41,NA,NA,5,1,1,"1","0"
294,"YES","Pennsylvania",8,8,"3","3","No","No","1997","Male","","No",12.02,32.129,8,6,"3","Red,Green","5","No, I did not vote for reasons outside of my control","","","4-year college degree","Democrat","","Strong Liberal","Black or African American (non-Hispanic)","","$20,000-$29,999","2","Local",1,1,"0","0","0","0","0","0","1","0",24,"$20,000-$29,999","3",5,0,-2,"0","1"
340,"YES","New York",5,5,"3","3","Yes","No","1944","Male","","Yes",27.479,37.602,5,5,"1","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Soup",1,1,"0","1","0","0","0","1","0","0",77,"$50,000-$74,999","6",8,0,0,"0","0"
266,"YES","Indiana",9,8,"3","3","Yes","Yes","1953","Female","","Yes",11.657,17.584,8,8,"2","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Strong Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","2","Bipartisan",1,1,"1","1","0","0","1","1","0","0",68,"$75,000-$99,999","7",2,-1,0,"1","0"
836,"YES","Arkansas",10,10,"2","2","Yes","Yes","1967","Female","","Yes",18.188,NA,10,10,"1","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Control",0,1,"1","1","0","0","0","1","0","0",54,"$10,000-$19,999","2",3,0,0,"1","0"
251,"YES","New York",10,8,"4","5","Yes","Yes","1951","Male","","No",11.472,38.968,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Loser",1,1,"0","0","0","0","0","1","0","0",70,"$100,000-$149,999","8",6,0,2,"1","0"
238,"YES","Pennsylvania",4,7,"2","2","No","Yes","2000","Female","","No",11.107,17.669,8,6,"3","Red,Green","3","Yes, I voted","Joe Biden","","Some college, but no degree","Independent","","Moderate Liberal","Black or African American (non-Hispanic)","","Prefer not to say","4","Handcount",1,1,"1","0","0","0","0","0","1","0",21,NA,NA,4,4,-1,"0","0"
111,"YES","Alabama",10,10,"3","3","Yes","Yes","2001","Female","","No",6.683,7.669,7,4,"4","Blue","","","","","","","","","","","","1","Soup",1,0,"1","0","0","0","0","0","0","0",20,NA,NA,8,-3,-6,"1","0"
190,"YES","South Carolina",10,10,"5","5","Yes","Yes","1941","Female","","Yes",11.438,27.587,10,10,"5","Green","","","","","","","","","","","","3","Bipartisan",1,0,"1","1","0","0","0","0","0","0",80,NA,NA,2,0,0,"1","0"
171,"YES","Texas",8,6,"2","4","Yes","Yes","1974","Female","","Yes",12.436,20.7,9,7,"2","Red,Green","4","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","Handcount",1,1,"1","1","0","0","0","1","0","0",47,"$50,000-$74,999","6",4,1,1,"1","0"
163,"YES","California",10,10,"1","3","Yes","Yes","1950","Male","","Yes",14.009,27.211,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","10","RL_percentage",1,1,"0","1","0","0","0","1","0","0",71,"$100,000-$149,999","8",7,0,0,"1","0"
1018,"YES","New York",3,4,"2","1","Yes","No","1961","Female","","Yes",14.422,18.988,5,5,"2","Red,Green","1","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","10","Handcount",1,1,"1","1","0","0","0","1","0","0",60,"$100,000-$149,999","8",4,2,1,"0","0"
523,"YES","Georgia",6,6,"2","3","No","No","1949","Male","","Yes",32.723,45.21,9,8,"4","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","10","RL_percentage",1,1,"0","1","0","0","0","1","0","0",72,"$20,000-$29,999","3",7,3,2,"0","1"
226,"YES","Missouri",10,10,"4","4","Yes","Yes","1989","Female","","Yes",23.089,26.989,10,10,"4","Red,Green","1","No, I did not vote for reasons outside of my control","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","9","RL_percentage",1,1,"1","1","0","0","1","1","0","0",32,"$20,000-$29,999","3",7,0,0,"1","0"
184,"YES","New York",2,2,"2","4","Yes","No","1972","Female","","Yes",11.84,24.415,2,2,"2","Black","","","","","","","","","","","","3","Local",1,0,"1","1","0","0","0","0","0","0",49,NA,NA,5,0,0,"0","0"
156,"YES","North Carolina",9,9,"3","4","Yes","Yes","1948","Male","","No",11.596,18.677,9,7,"1","Blue","","","","","","","","","","","","4","Handcount",1,0,"0","0","0","0","0","0","0","0",73,NA,NA,4,0,-2,"1","0"
497,"YES","Texas",10,10,"2","5","Yes","Yes","1985","Female","","No",28.154,53.768,9,9,"5","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Republican","","Moderate Conservative","Latino or Hispanic","","$50,000-$74,999","9","Soup",1,1,"1","0","1","0","0","0","0","0",36,"$50,000-$74,999","6",8,-1,-1,"1","0"
83,"YES","Illinois",8,8,"4","3","Yes","Yes","1999","Female","","No",5.827,10.281,8,8,"4","Pink","","","","","","","","","","","","2","Soup",1,0,"1","0","0","0","0","0","0","0",22,NA,NA,8,0,0,"1","0"
202,"YES","Utah",6,6,"2","3","No","No","1975","Male","","Yes",10.231,NA,6,6,"3","Blue","","","","","","","","","","","","4","Control",0,0,"0","1","0","0","0","0","0","0",46,NA,NA,3,0,0,"0","1"
335,"YES","Texas",7,2,"2","3","Yes","No","1986","Male","","No",19.394,85.949,8,3,"1","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Other Party","Libertarian","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","8","Bipartisan",1,1,"0","0","0","0","0","1","0","0",35,"$40,000-$49,999","5",2,1,1,"0","0"
152,"YES","Maryland",9,8,"4","4","No","Yes","1977","Female","","No",11.517,11.7,8,9,"2","Pink","","","","","","","","","","","","2","RL_percentage",1,0,"1","0","0","0","0","0","0","0",44,NA,NA,7,-1,1,"0","0"
190,"YES","Virginia",8,7,"3","3","No","Yes","2000","Female","","Yes",16.238,22.333,7,7,"3","Red,Green","4","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Strong Liberal","Latino or Hispanic","","Less than $10,000","2","Bipartisan",1,1,"1","1","1","0","1","0","0","0",21,"$0-$10,000","1",2,-1,0,"0","0"
386,"YES","Arizona",3,2,"3","2","Yes","No","1949","Female","","No",40.262,11.201,5,5,"4","Red","","","","","","","","","","","","4","Handcount",1,0,"1","0","0","0","0","0","0","0",72,NA,NA,4,2,3,"0","0"
263,"YES","Minnesotta",2,4,"2","2","Yes","No","1962","Male","","Yes",20.029,33.017,4,5,"3","Red,Green","2","Yes, I voted","Donald Trump","","2-year college degree","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","9","Soup",1,1,"0","1","0","0","0","1","0","0",59,"$75,000-$99,999","7",8,2,1,"0","0"
165,"YES","Tennessee",8,2,"1","4","Yes","No","1976","Female","","Yes",8.992,NA,8,1,"4","Red,Green","5","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","Control",0,1,"1","1","0","0","1","1","0","0",45,"$40,000-$49,999","5",3,0,-1,"0","0"
272,"YES","Massachusetts",9,3,"3","4","Yes","No","1945","Male","","No",25.605,38.279,9,5,"2","Red,Green","5","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Loser",1,1,"0","0","0","0","1","1","0","0",76,"$40,000-$49,999","5",6,0,2,"0","0"
110,"YES","Texas",10,10,"5","5","Yes","Yes","1982","Male","","Yes",12.014,12.722,10,10,"5","Blue","","","","","","","","","","","","1","Local",1,0,"0","1","0","0","0","0","0","0",39,NA,NA,5,0,0,"1","0"
212,"YES","Delaware",5,7,"3","4","Yes","Yes","1990","Female","","No",11.167,12.406,7,6,"3","Red,Green","3","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Black or African American (non-Hispanic)","","Less than $10,000","2","Handcount",1,1,"1","0","0","0","1","0","1","0",31,"$0-$10,000","1",4,2,-1,"1","0"
2509,"YES","Georgia",8,8,"4","4","No","No","1984","Male","","Yes",13.061,12.984,8,8,"4","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Local",1,1,"0","1","0","0","1","1","0","0",37,"$50,000-$74,999","6",5,0,0,"0","1"
174,"YES","Missouri",8,4,"2","3","No","Yes","1979","Female","","Yes",14.825,NA,7,6,"4","Blue","","","","","","","","","","","","3","Control",0,0,"1","1","0","0","0","0","0","0",42,NA,NA,3,-1,2,"0","0"
383,"YES","Florida",4,4,"","2","No","No","1946","Male","","Yes",20.121,38.002,4,4,"2","Red,Green","1","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Loser",1,1,"0","1","0","0","1","1","0","0",75,"$40,000-$49,999","5",6,0,0,"0","1"
285,"YES","New York",8,8,"3","3","No","Yes","1939","Female","","Yes",23.23,28.463,7,8,"4","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","4","RL_percentage",1,1,"1","1","0","0","1","1","0","0",82,"$50,000-$74,999","6",7,-1,0,"0","0"
321,"YES","Florida",8,8,"2","5","Yes","No","1947","Male","","Yes",30.783,56.532,8,8,"4","Red","","","","","","","","","","","","10","Soup",1,0,"0","1","0","0","0","0","0","0",74,NA,NA,8,0,0,"0","0"
262,"YES","Texas",9,6,"4","4","Yes","No","1972","Male","","Yes",16.315,65.683,8,8,"3","Red,Green","1","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate Conservative","Asian/Pacific Islander","","$100,000-$149,999","9","Local",1,1,"0","1","0","0","0","0","0","1",49,"$100,000-$149,999","8",5,-1,2,"0","0"
541,"YES","New Jersey",10,9,"4","4","Yes","No","1961","Female","","No",11.294,NA,10,10,"5","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Control",0,1,"1","0","0","0","0","1","0","0",60,"$50,000-$74,999","6",3,0,1,"0","0"
253,"YES","Ohio",10,10,"2","3","Yes","Yes","1962","Female","","No",16.399,32.9,10,10,"5","Red,Green","5","No, I did not vote because I chose not to","","","2-year college degree","Democrat","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Bipartisan",1,1,"1","0","0","0","0","1","0","0",59,"$50,000-$74,999","6",2,0,0,"1","0"
265,"YES","Michigan",9,10,"4","4","Yes","Yes","1950","Female","","Yes",17.333,33.278,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","Did not graduate from high school","Democrat","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","1","Handcount",1,1,"1","1","0","0","0","1","0","0",71,"$10,000-$19,999","2",4,1,0,"1","0"
371,"YES","California",10,8,"4","4","Yes","Yes","1963","Male","","No",19.401,30.178,8,7,"3","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Soup",1,1,"0","0","0","0","1","1","0","0",58,"$50,000-$74,999","6",8,-2,-1,"1","0"
176,"YES","South Carolina",7,7,"3","2","Yes","Yes","1967","Male","","Yes",23.532,35.988,7,7,"4","Blue","","","","","","","","","","","","9","Loser",1,0,"0","1","0","0","0","0","0","0",54,NA,NA,6,0,0,"1","0"
1140,"YES","Florida",8,8,"4","4","Yes","Yes","1988","Female","","Yes",44.674,12.989,8,8,"4","White,Black,Red","","","","","","","","","","","","1","Bipartisan",1,0,"1","1","0","0","0","0","0","0",33,NA,NA,2,0,0,"1","0"
184,"YES","Ohio",10,9,"3","4","Yes","Yes","1983","Female","","Yes",20.883,28.176,10,9,"3","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","9","RL_percentage",1,1,"1","1","0","0","0","1","0","0",38,"$30,000-$39,999","4",7,0,0,"1","0"
191,"YES","New York",1,1,"1","1","Yes","No","1974","Male","","No",25.995,17.191,1,1,"","Red,Green","2","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","10","Soup",1,1,"0","0","0","0","0","1","0","0",47,"$30,000-$39,999","4",8,0,0,"0","0"
215,"YES","Texas",10,10,"2","1","Yes","Yes","1987","Female","","Yes",17.918,23.841,10,10,"3","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Bipartisan",1,1,"1","1","0","0","0","1","0","0",34,"$50,000-$74,999","6",2,0,0,"1","0"
263,"YES","Florida",10,10,"3","2","Yes","Yes","1956","Male","","No",21.839,13.359,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","4","RL_percentage",1,1,"0","0","0","0","0","1","0","0",65,"$75,000-$99,999","7",7,0,0,"1","0"
219,"YES","Nebraska",10,9,"5","4","Yes","Yes","1985","Male","","Yes",28.36,19.919,10,9,"5","White","","","","","","","","","","","","4","Handcount",1,0,"0","1","0","0","0","0","0","0",36,NA,NA,4,0,0,"1","0"
150,"YES","Ohio",3,3,"1","1","No","No","1959","Male","","No",14.121,NA,3,3,"1","Red,Green","1","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Control",0,1,"0","0","0","0","0","1","0","0",62,"$50,000-$74,999","6",3,0,0,"0","1"
213,"YES","New York",10,10,"3","2","Yes","Yes","1958","Female","","No",11.549,30.556,10,10,"1","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Loser",1,1,"1","0","0","0","0","1","0","0",63,"$100,000-$149,999","8",6,0,0,"1","0"
212,"YES","New York",4,3,"2","1","Yes","No","1960","Male","","Yes",19.328,23.334,4,3,"2","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","Handcount",1,1,"0","1","0","0","0","1","0","0",61,"$50,000-$74,999","6",4,0,0,"0","0"
133,"YES","California",10,10,"2","2","Yes","Yes","1985","Female","","No",10.971,13.95,10,10,"4","Red,Green","5","Yes, I voted","Jo Jorgensen","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","7","Local",1,1,"1","0","0","0","0","1","0","0",36,"$20,000-$29,999","3",5,0,0,"1","0"
721,"YES","New York",7,7,"4","","Yes","No","1971","Male","","Yes",11.055,635.477,7,7,"3","Green","","","","","","","","","","","","9","Local",1,0,"0","1","0","0","0","0","0","0",50,NA,NA,5,0,0,"0","0"
211,"YES","Oregon",3,4,"2","3","Yes","Yes","1974","Male","","No",22.381,34.197,3,5,"3","White","","","","","","","","","","","","7","Loser",1,0,"0","0","0","0","0","0","0","0",47,NA,NA,6,0,1,"1","0"
115,"YES","Pennsylvania",7,8,"4","2","Yes","Yes","1983","Male","","Yes",18.614,11.603,6,8,"4","Red,Green","4","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Latino or Hispanic","","$40,000-$49,999","2","Bipartisan",1,1,"0","1","1","0","0","0","0","0",38,"$40,000-$49,999","5",2,-1,0,"1","0"
333,"YES","Alabama",5,5,"3","3","Yes","No","1978","Female","","Yes",14.234,20.636,4,5,"3","Red,Green","3","No, I did not vote because I chose not to","","","Some college, but no degree","Republican","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Bipartisan",1,1,"1","1","0","0","0","1","0","0",43,"$10,000-$19,999","2",2,-1,0,"0","0"
168,"YES","New York",9,8,"3","4","Yes","Yes","1989","Female","","Yes",11.484,19.973,7,8,"2","Red,Green","4","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Strong Liberal","Latino or Hispanic","","$50,000-$74,999","2","Local",1,1,"1","1","1","0","0","0","0","0",32,"$50,000-$74,999","6",5,-2,0,"1","0"
168,"YES","Tennessee",5,4,"1","2","Yes","Yes","1983","Female","","Yes",19,28.306,6,6,"","Black","","","","","","","","","","","","9","RL_percentage",1,0,"1","1","0","0","0","0","0","0",38,NA,NA,7,1,2,"1","0"
190,"YES","North Carolina",9,8,"4","4","Yes","Yes","1952","Male","","Yes",17.212,24.111,9,9,"5","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","9","Loser",1,1,"0","1","0","0","0","1","0","0",69,"$30,000-$39,999","4",6,0,1,"1","0"
346,"YES","Oklahoma",10,1,"1","5","Yes","No","1937","Female","","No",24.6,37.098,10,2,"5","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","10","Loser",1,1,"1","0","0","0","0","1","0","0",84,"$20,000-$29,999","3",6,0,1,"0","0"
151,"YES","New York",7,6,"4","5","Yes","No","1965","Male","","No",14.259,11.305,3,3,"4","White","","","","","","","","","","","","1","RL_percentage",1,0,"0","0","0","0","0","0","0","0",56,NA,NA,7,-4,-3,"0","0"
282,"YES","Kentucky",4,1,"1","1","No","No","1987","Male","","No",21.704,NA,2,1,"1","Red,Green","2","No, I did not vote because I chose not to","","","Some college, but no degree","Other Party","None","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Prefer not to say","7","Control",0,1,"0","0","0","0","0","1","0","0",34,NA,NA,3,-2,0,"0","1"
377,"YES","Georgia",6,3,"4","5","Yes","No","1987","Female","","No",35.019,78.078,6,8,"2","Red,Green","5","No, I did not vote because I chose not to","","","Did not graduate from high school","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Less than $10,000","4","Local",1,1,"1","0","0","0","0","1","0","0",34,"$0-$10,000","1",5,0,5,"0","0"
